date,eleccion,delta,encuesta,encuestados,metodo,tipo,prob,precision_kast,Kast,precision_boric,Boric,precision sichel,Sichel,precision parisi,Parisi,precision_provoste,Provoste,precision_enriquez,Enriquez,precision_artes,Artes,precision_promedio,nsnr,pregunta
2019-06-03,2021-11-17,898,Criteria Research,803,online,open,0,19.00,9.00,26.00,,13.00,,13.00,,12.00,,6.00,2.00,1.00,,12.86,18.00,"Pensando en el futuro, ¿quién te gustaría que fuera el próximo presidente o presidenta de Chile después de Sebastián Piñera? (ÚNICA MENCIÓN EN PREGUNTA ABIERTA)"
2019-05-31,2021-11-17,901,Activa Research,1039,online,open,0,19.90,8.10,26.00,,13.00,,12.60,0.40,12.00,,6.00,2.00,1.00,,12.93,22.70,"Pensando en el futuro ¿Quién preferirías que sea el próximo presidente de Chile, excluyendo a Sebastián Piñera?"
2019-05-02,2021-11-17,930,Activa Research,1039,online,open,0,16.80,11.20,26.00,,13.00,,12.50,0.50,12.00,,4.00,4.00,1.00,,12.19,22.90,"Pensando en el futuro ¿Quién preferirías que sea el próximo presidente de Chile, excluyendo a Sebastián Piñera?"
2019-04-28,2021-11-17,934,Criteria Research,830,online,open,0,18.00,10.00,26.00,,13.00,,13.00,,12.00,,5.00,3.00,1.00,,12.57,21.00,"Pensando en el futuro, ¿quién te gustaría que fuera el próximo presidente o presidenta de Chile después de Sebastián Piñera? (ÚNICA MENCIÓN EN PREGUNTA ABIERTA)"
2019-03-31,2021-11-17,962,Activa Research,1015,online,open,0,22.20,5.80,26.00,,13.00,,12.80,0.20,12.00,,5.10,2.90,1.00,,13.16,24.80,"Pensando en el futuro ¿Quién preferirías que sea el próximo presidente de Chile, excluyendo a Sebastián Piñera?"
2019-03-31,2021-11-17,962,Criteria Research,899,online,open,0,18.00,10.00,26.00,,13.00,,13.00,,12.00,,8.00,,1.00,,13.00,21.00,"Pensando en el futuro, ¿quién te gustaría que fuera el próximo presidente o presidenta de Chile después de Sebastián Piñera? (ÚNICA MENCIÓN EN PREGUNTA ABIERTA)"
2019-03-01,2021-11-17,992,Activa Research,1001,online,open,0,18.90,9.10,26.00,,13.00,,12.60,0.40,12.00,,2.40,5.60,1.00,,12.27,22.90,"Pensando en el futuro ¿Quién preferirías que sea el próximo presidente de Chile, excluyendo a Sebastián Piñera?"
2019-02-28,2021-11-17,993,Criteria Research,801,phone,open,0,17.00,11.00,26.00,,13.00,,13.00,,12.00,,6.00,2.00,1.00,,12.57,19.00,"Pensando en el futuro, ¿quién te gustaría que fuera el próximo presidente o presidenta de Chile después de Sebastián Piñera? (ÚNICA MENCIÓN EN PREGUNTA ABIERTA)"
2019-01-31,2021-11-17,1021,Activa Research,1001,online,open,0,21.60,6.40,26.00,,13.00,,12.10,0.90,12.00,,5.80,2.20,1.00,,13.07,28.70,"Pensando en el futuro ¿Quién preferirías que sea el próximo presidente de Chile, excluyendo a Sebastián Piñera?"
2019-01-31,2021-11-17,1021,Criteria Research,800,online,open,0,18.00,10.00,26.00,,13.00,,13.00,,12.00,,5.00,3.00,1.00,,12.57,28.00,"Pensando en el futuro, ¿quién te gustaría que fuera el próximo presidente o presidenta de Chile después de Sebastián Piñera? (ÚNICA MENCIÓN EN PREGUNTA ABIERTA)"
2019-01-11,2021-11-17,1041,Cadem,704,phone,open,0,21.00,7.00,26.00,,13.00,,13.00,,12.00,,7.00,1.00,1.00,,13.29,49.00,"Con excepción del Presidente Piñera, ¿Quién le gustaría a Ud. que fuera la o el próximo presidente/a de Chile?"
2018-12-28,2021-11-17,1055,Criteria Research,800,online,open,0,16.00,12.00,26.00,,13.00,,13.00,,12.00,,6.00,2.00,1.00,,12.43,28.00,"Pensando en el futuro, ¿quién te gustaría que fuera el próximo presidente o presidenta de Chile después de Sebastián Piñera? (ÚNICA MENCIÓN EN PREGUNTA ABIERTA)"
2018-11-30,2021-11-17,1083,Criteria Research,800,online,open,0,20.00,8.00,26.00,,13.00,,13.00,,12.00,,5.00,3.00,1.00,,12.86,,"Pensando en el futuro, ¿quién te gustaría que fuera el próximo presidente o presidenta de Chile después de Sebastián Piñera? (ÚNICA MENCIÓN EN PREGUNTA ABIERTA)"
2018-11-03,2021-11-17,1110,Criteria Research,800,online,open,0,20.00,8.00,26.00,,13.00,,13.00,,12.00,,6.00,2.00,1.00,,13.00,,"Pensando en el futuro, ¿quién te gustaría que fuera el próximo presidente o presidenta de Chile después de Sebastián Piñera? (ÚNICA MENCIÓN EN PREGUNTA ABIERTA)"
2018-10-02,2021-11-17,1142,Criteria Research,752,online,open,0,19.00,9.00,26.00,,13.00,,13.00,,12.00,,5.00,3.00,1.00,,12.71,,"Pensando en el futuro, ¿quién te gustaría que fuera el próximo presidente o presidenta de Chile después de Sebastián Piñera? (ÚNICA MENCIÓN EN PREGUNTA ABIERTA)"
2018-08-31,2021-11-17,1174,Criteria Research,800,online,open,0,21.00,7.00,26.00,,13.00,,13.00,,12.00,,5.00,3.00,1.00,,13.00,,"Pensando en el futuro, ¿quién te gustaría que fuera el próximo presidente o presidenta de Chile después de Sebastián Piñera? (ÚNICA MENCIÓN EN PREGUNTA ABIERTA)"
2018-07-30,2021-11-17,1206,Criteria Research,800,online,open,0,21.00,7.00,26.00,,13.00,,13.00,,12.00,,4.00,4.00,1.00,,12.86,,"Pensando en el futuro, ¿quién te gustaría que fuera el próximo presidente o presidenta de Chile después de Sebastián Piñera? (ÚNICA MENCIÓN EN PREGUNTA ABIERTA)"
2018-06-28,2021-11-17,1238,Criteria Research,927,online,open,0,18.00,10.00,26.00,,13.00,,13.00,,12.00,,2.00,6.00,1.00,,12.14,,"Pensando en el futuro, ¿quién te gustaría que fuera el próximo presidente o presidenta de Chile después de Sebastián Piñera? (ÚNICA MENCIÓN EN PREGUNTA ABIERTA)"
2018-05-23,2021-11-17,1274,Criteria Research,1573,online,open,0,14.00,14.00,26.00,,13.00,,13.00,,12.00,,5.00,3.00,1.00,,12.00,,"Pensando en el futuro, ¿quién te gustaría que fuera el próximo presidente o presidenta de Chile después de Sebastián Piñera? (ÚNICA MENCIÓN EN PREGUNTA ABIERTA)"
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
