año,partido,sector,puntaje,independiente,votos,tipo,tipo2,transicion
2004,Nueva Alternativa Independiente,Center-Left,4,0,15510,0,Alcalde,15
2016,Chile Quiere Amplitud,Center-Right,6,0,34745,0,Alcalde,27
2012,Chile está en Otra,Center-Right,6,0,123,0,Alcalde,23
2021,Unidos Por La Dignidad,Center-Left,4,0,15342,0,Alcalde,32
2021,Frente Amplio,Left,2.25,0,42126,0,Alcalde,32
2004,Juntos Podemos,Far Left,1,0,188629,0,Alcalde,15
2008,Juntos Podemos Más,Left,2,0,157414,0,Alcalde,19
2021,Frente Amplio,Left,2.25,0,53019,0,Alcalde,32
2016,Yo Marco por el Cambio,Left,3,0,1321,0,Alcalde,27
2004,Concertación por la Democracia,Center-Left,4.25,0,1382185,0,Alcalde,15
2008,Concertación Democrática,Center-Left,4.25,0,1143898,0,Alcalde,19
2021,Chile Vamos,Center-Right,6,0,58817,0,Alcalde,32
2021,Chile Digno Verde Y Soberano,Left,2,0,25242,0,Alcalde,32
2016,Yo Marco por el Cambio,Left,3,0,688,0,Alcalde,27
2008,La fuerza del Norte,Center-Left,4,0,1166,0,Alcalde,19
2016,Norte Verde,Left,3,0,4313,0,Alcalde,27
2004,Juntos Podemos,Left,2,0,59805,0,Alcalde,15
2008,Juntos Podemos Más,Left,2,0,85528,0,Alcalde,19
2021,Dignidad Ahora,Left,2,0,99547,0,Alcalde,32
2016,Nueva Mayoría,Center-Left,3.5,0,36300,0,Alcalde,27
2012,Mas Humanos,Left,3,0,31562,0,Alcalde,23
2021,Chile Digno Verde Y Soberano,Left,2,0,63631,0,Alcalde,32
2021,Dignidad Ahora,Left,2,0,63540,0,Alcalde,32
2021,Ecologistas E Independientes,Left,2,0,82254,0,Alcalde,32
2004,Juntos Podemos,Left,2,0,123338,0,Alcalde,15
2008,Juntos Podemos Más,Left,2,0,159719,0,Alcalde,19
2021,Frente Amplio,Left,2.25,0,115923,0,Alcalde,32
2016,Alternativa Democrática,Left,3,0,5983,0,Alcalde,27
2016,Cambiemos la Historia,Left,3,0,7475,0,Alcalde,27
2012,El Cambio por Ti,Left,3,0,75312,0,Alcalde,23
2012,Igualdad para Chile,Left,3,0,18770,0,Alcalde,23
2016,Justicia y Transparencia,Left,3,0,6873,0,Alcalde,27
2012,Mas Humanos,Left,3,0,24229,0,Alcalde,23
2016,Poder Ecologista y Ciudadano,Left,3,0,44688,0,Alcalde,27
2012,Por el Desarrollo del Norte,Left,3,0,35791,0,Alcalde,23
2012,Por un Chile justo,Left,3,0,129690,0,Alcalde,23
2008,Por un Chile limpio,Left,3,0,199054,0,Alcalde,19
2016,Pueblo Unido,Left,3,0,26794,0,Alcalde,27
2016,Alternativa Democrática,Left,3,0,9076,0,Alcalde,27
2012,Regionalistas e Independientes,Left,3,0,90942,0,Alcalde,23
2021,Nuevo Tiempo,Right,8,0,2848,0,Alcalde,32
2016,Yo Marco por el Cambio,Left,3,0,42241,0,Alcalde,27
2021,Chile Digno Verde Y Soberano,Far Left,1,0,331961,0,Alcalde,32
2012,Por un Chile justo,Left,2,0,74997,0,Alcalde,23
2016,Nueva Mayoría,Left,2,0,77341,0,Alcalde,27
2021,Independientes Cristianos,Right,8,0,469,0,Alcalde,32
2016,Nueva Mayoría,Center-Left,3.5,0,288683,0,Alcalde,27
2021,Unidad Por El Apruebo,Center-Left,3.5,0,152708,0,Alcalde,32
2008,Concertación Democrática,Center-Left,4,0,88740,0,Alcalde,19
2012,Concertación Democrática,Center-Left,4,0,169560,0,Alcalde,23
2004,Concertación por la Democracia,Center-Left,4,0,103512,0,Alcalde,15
2008,Concertación Progresista,Center-Left,4,0,23987,0,Alcalde,19
2016,Nueva Mayoría,Center-Left,3.5,0,561090,0,Alcalde,27
2021,Unidos Por La Dignidad,Center-Left,4,0,578604,0,Alcalde,32
2012,Concertación Democrática,Center-Left,4.5,0,915035,0,Alcalde,23
2021,Ecologistas E Independientes,Left,2,0,45825,0,Alcalde,32
2012,El Cambio por Ti,Left,2,0,146,0,Alcalde,23
2016,Poder Ecologista y Ciudadano,Left,2,0,32852,0,Alcalde,27
2016,Pueblo Unido,Left,2,0,1901,0,Alcalde,27
2021,Dignidad Ahora,Left,2,0,51272,0,Alcalde,32
2016,Alternativa Democrática,Left,3,0,12840,0,Alcalde,27
2012,Mas Humanos,Left,3,0,34661,0,Alcalde,23
2012,Igualdad para Chile,Left,2,0,19805,0,Alcalde,23
2016,Pueblo Unido,Left,3,0,18102,0,Alcalde,27
2021,Frente Amplio,Left,2.25,0,20992,0,Alcalde,32
2016,Alternativa Democrática,Left,3,0,11602,0,Alcalde,27
2008,La fuerza del Norte,Center-Left,4,0,24405,0,Alcalde,19
2004,Nueva Alternativa Independiente,Center-Left,4,0,4743,0,Alcalde,15
2004,Nueva Fuerza Regional,Center-Left,4,0,38866,0,Alcalde,15
2021,Unidos Por La Dignidad,Center-Left,4,0,78767,0,Alcalde,32
2012,Chile está en Otra,Center-Right,6,0,9851,0,Alcalde,23
2016,Chile Quiere Amplitud,Center-Right,6,0,3455,0,Alcalde,27
2004,Alianza,Center-Right,7,0,332757,0,Alcalde,15
2021,Ciudadanos Independientes,Right,8,0,846,0,Alcalde,32
2016,Nueva Mayoría,Center-Left,3.5,0,270826,0,Alcalde,27
2021,Unidad Por El Apruebo,Center-Left,3.5,0,238156,0,Alcalde,32
2008,Alianza,Center-Right,7,0,469670,0,Alcalde,19
2012,Por un Chile justo,Center-Left,4,0,362649,0,Alcalde,23
2012,El Cambio por Ti,Center-Left,3.5,0,88800,0,Alcalde,23
2016,Yo Marco por el Cambio,Center-Left,3.5,0,47889,0,Alcalde,27
2021,Unidos Por La Dignidad,Left,3.25,0,6851,0,Alcalde,32
2021,Unidad Por El Apruebo,Center-Left,3.5,0,128188,0,Alcalde,32
2016,Nueva Mayoría,Center-Left,3.5,0,147450,0,Alcalde,27
2016,Chile Vamos,Center-Right,7,0,513346,0,Alcalde,27
2021,Chile Vamos,Center-Right,7,0,563307,0,Alcalde,32
2012,Por un Chile justo,Center-Left,4,0,182592,0,Alcalde,23
2012,Regionalistas e Independientes,Center-Left,4,0,42854,0,Alcalde,23
2016,Partido Regionalista de Magallanes,Center-Left,4,0,448,0,Alcalde,27
2016,Chile Vamos,Center-Right,7,0,10419,0,Alcalde,27
2021,Chile Vamos,Center-Right,7,0,7951,0,Alcalde,32
2021,Republicanos,Far Right,9,0,58920,0,Alcalde,32
2012,Concertación Democrática,Center-Left,3.5,0,547313,0,Alcalde,23
2016,Nueva Mayoría,Center-Left,3.5,0,379168,0,Alcalde,27
2021,Unidad Por El Apruebo,Center-Left,3.5,0,317576,0,Alcalde,32
2016,Poder Ecologista y Ciudadano,Left,2,0,3648,0,Alcalde,27
2004,Concertación por la Democracia,Center-Left,4,0,404281,0,Alcalde,15
2008,Concertación Progresista,Center-Left,4,0,442498,0,Alcalde,19
2004,Concertación por la Democracia,Center-Left,4,0,192858,0,Alcalde,15
2008,Concertación Progresista,Center-Left,4,0,152138,0,Alcalde,19
2008,Por un Chile limpio,Left,3,0,55556,0,Alcalde,19
2004,Alianza,Center-Right,6.5,0,881816,0,Alcalde,15
2012,Coalición,Center-Right,7,0,427542,0,Alcalde,23
2021,Ciudadanos Independientes,Right,8,0,2565,0,Alcalde,32
2021,Independientes Cristianos,Right,8,0,176,0,Alcalde,32
2021,Republicanos,Right,8.5,0,24317,0,Alcalde,32
2008,Alianza,Center-Right,6.5,0,841431,0,Alcalde,19
2012,Coalición,Center-Right,6.5,0,655367,0,Alcalde,23
2016,Chile Vamos,Center-Right,6.5,0,601048,0,Alcalde,27
2021,Chile Vamos,Center-Right,6.5,0,514741,0,Alcalde,32
2016,Cambiemos la Historia,Left,3,0,11915,0,Alcalde,27
2021,Frente Amplio,Left,3,0,262187,0,Alcalde,32
2008,Concertación Democrática,Center-Left,3.75,0,594187,0,Alcalde,19
2004,Concertación por la Democracia,Center-Left,3.75,0,744680,0,Alcalde,15
2016,Pacto Aysén,Left,3,0,108,0,Alcalde,27
2016,Unidos Resulta en Democracia,Left,3,0,998,0,Alcalde,27
2004,Alianza,Right,8,0,1228808,0,Alcalde,15
2008,Alianza,Right,8,0,1275653,0,Alcalde,19
2012,Coalición,Right,8,0,997036,0,Alcalde,23
2016,Chile Vamos,Right,8,0,702926,0,Alcalde,27
2021,Chile Vamos,Right,8,0,505249,0,Alcalde,32
2016,Justicia y Transparencia,Far Left,0.5,0,7994,0,Alcalde,27
2021,Union Patriotica,Far Left,0.5,0,17884,0,Alcalde,32
2016,Yo Marco por el Cambio,Left,2,0,363,0,Alcalde,27
2004,Nueva Alternativa Independiente,Center-Left,4,0,29912,0,Concejal,15
2016,Chile Quiere Amplitud,Center-Right,6,0,35652,0,Concejal,27
2012,Chile está en Otra,Center-Right,6,0,1478,0,Concejal,23
2021,Unidos Por La Dignidad,Center-Left,4,0,10262,0,Concejal,32
2021,Frente Amplio,Left,2.25,0,50643,0,Concejal,32
2004,Juntos Podemos,Far Left,1,0,299086,0,Concejal,15
2008,Juntos Podemos Más,Far Left,1,0,305990,0,Concejal,19
2021,Frente Amplio,Left,2.25,0,118856,0,Concejal,32
2004,Nueva Fuerza Regional,Left,2,0,1240,0,Concejal,15
2016,Yo Marco por el Cambio,Left,3,0,4630,0,Concejal,27
2004,Concertación por la Democracia,Center-Left,4.25,0,1246772,0,Concejal,15
2008,Concertación Democrática,Center-Left,4.25,0,849714,0,Concejal,19
2008,Por un Chile limpio,Left,3,0,4297,0,Concejal,19
2021,Chile Vamos Evopoli - Independientes,Center-Right,6,0,181465,0,Concejal,32
2021,Chile Digno Verde Y Soberano,Left,2,0,87815,0,Concejal,32
2016,Yo Marco por el Cambio,Left,3,0,4633,0,Concejal,27
2012,Por el Desarrollo del Norte,Center-Left,4,0,1141,0,Concejal,23
2008,La fuerza del Norte,Center-Left,4,0,1648,0,Concejal,19
2016,Norte Verde,Left,3,0,2112,0,Concejal,27
2004,Juntos Podemos,Left,2,0,119381,0,Concejal,15
2008,Juntos Podemos Más,Left,2,0,114324,0,Concejal,19
2021,Dignidad Ahora,Left,2,0,54724,0,Concejal,32
2008,Juntos Podemos Más,Left,2,0,2606,0,Concejal,19
2016,Con la Fuerza del Futuro,Center-Right,7,0,18665,0,Concejal,27
2012,Mas Humanos,Left,3,0,36307,0,Concejal,23
2021,Partido De Trabajadores Revolucionarios,Far Left,1,0,197,0,Concejal,32
2021,Chile Digno Verde Y Soberano,Left,2,0,226783,0,Concejal,32
2021,Dignidad Ahora,Left,2,0,191445,0,Concejal,32
2021,Ecologistas E Independientes,Left,2,0,168630,0,Concejal,32
2004,Juntos Podemos,Left,2,0,143163,0,Concejal,15
2008,Juntos Podemos Más,Left,2,0,132333,0,Concejal,19
2021,Frente Amplio,Left,2.25,0,239443,0,Concejal,32
2016,Alternativa Democrática,Left,3,0,54489,0,Concejal,27
2016,Cambiemos la Historia,Left,3,0,23758,0,Concejal,27
2016,Con la Fuerza del Futuro,Left,3,0,201528,0,Concejal,27
2012,El Cambio por Ti,Left,3,0,114526,0,Concejal,23
2012,Igualdad para Chile,Left,3,0,23171,0,Concejal,23
2016,Justicia y Transparencia,Left,3,0,5077,0,Concejal,27
2012,Mas Humanos,Left,3,0,64549,0,Concejal,23
2016,Norte Verde,Left,3,0,4570,0,Concejal,27
2016,Pacto Aysén,Left,3,0,434,0,Concejal,27
2016,Poder Ecologista y Ciudadano,Left,3,0,59963,0,Concejal,27
2012,Por el Desarrollo del Norte,Left,3,0,26327,0,Concejal,23
2012,Por un Chile justo,Left,3,0,261886,0,Concejal,23
2008,Por un Chile limpio,Left,3,0,231502,0,Concejal,19
2016,Pueblo Unido,Left,3,0,36070,0,Concejal,27
2021,Radicales E Independientes,Left,3,0,212375,0,Concejal,32
2016,Alternativa Democrática,Left,3,0,12205,0,Concejal,27
2012,Regionalistas e Independientes,Left,3,0,171200,0,Concejal,23
2021,Nuevo Tiempo,Right,8,0,3443,0,Concejal,32
2016,Yo Marco por el Cambio,Left,3,0,78911,0,Concejal,27
2021,Chile Digno Verde Y Soberano,Far Left,1,0,446281,0,Concejal,32
2012,Por un Chile justo,Left,2,0,286009,0,Concejal,23
2016,Nueva Mayoría por Chile,Left,2,0,208549,0,Concejal,27
2021,Independientes Cristianos,Right,8,0,1166,0,Concejal,32
2012,Por un Chile justo,Left,2,0,593,0,Concejal,23
2021,Partido De Trabajadores Revolucionarios,Far Left,0.5,0,13352,0,Concejal,32
2016,Nueva Mayoría para Chile,Center-Left,3.5,0,168470,0,Concejal,27
2016,Nueva Mayoría por Chile,Center-Left,3.5,0,161164,0,Concejal,27
2021,Unidad Por El Apruebo Ps Ppd E Independientes,Center-Left,3.5,0,248415,0,Concejal,32
2008,Concertación Democrática,Center-Left,4,0,164425,0,Concejal,19
2012,Concertación Democrática,Center-Left,4,0,207246,0,Concejal,23
2004,Concertación por la Democracia,Center-Left,4,0,129630,0,Concejal,15
2008,Concertación Progresista,Center-Left,4,0,217889,0,Concejal,19
2016,Nueva Mayoría para Chile,Center-Left,3.5,0,485516,0,Concejal,27
2021,Unidos Por La Dignidad,Center-Left,4,0,398969,0,Concejal,32
2012,Concertación Democrática,Center-Left,4.5,0,694369,0,Concejal,23
2021,Ecologistas E Independientes,Left,2,0,84617,0,Concejal,32
2012,El Cambio por Ti,Left,2,0,1647,0,Concejal,23
2016,Poder Ecologista y Ciudadano,Left,2,0,23184,0,Concejal,27
2012,El Cambio por Ti,Left,3,0,1969,0,Concejal,23
2016,Chile Vamos PRI-Evópoli e Independientes,Center-Right,6,0,68697,0,Concejal,27
2021,Dignidad Ahora,Left,2,0,67063,0,Concejal,32
2016,Alternativa Democrática,Left,3,0,38599,0,Concejal,27
2012,Mas Humanos,Left,3,0,64780,0,Concejal,23
2012,Igualdad para Chile,Left,2,0,24657,0,Concejal,23
2016,Pueblo Unido,Left,3,0,22187,0,Concejal,27
2016,Con la Fuerza del Futuro,Left,3,0,5433,0,Concejal,27
2021,Frente Amplio,Left,2.25,0,11189,0,Concejal,32
2016,Alternativa Democrática,Left,3,0,3318,0,Concejal,27
2008,La fuerza del Norte,Center-Left,4,0,33584,0,Concejal,19
2004,Nueva Alternativa Independiente,Center-Left,4,0,12545,0,Concejal,15
2004,Nueva Fuerza Regional,Center-Left,4,0,38693,0,Concejal,15
2021,Unidos Por La Dignidad,Center-Left,4,0,240597,0,Concejal,32
2012,Chile está en Otra,Center-Right,6,0,6718,0,Concejal,23
2016,Chile Quiere Amplitud,Center-Right,6,0,15831,0,Concejal,27
2004,Alianza,Center-Right,7,0,231456,0,Concejal,15
2021,Ciudadanos Independientes,Right,8,0,4415,0,Concejal,32
2016,Nueva Mayoría por Chile,Center-Left,3.5,0,281789,0,Concejal,27
2021,Unidad Por El Apruebo Ps Ppd E Independientes,Center-Left,3.5,0,249834,0,Concejal,32
2008,Alianza,Center-Right,7,0,294567,0,Concejal,19
2012,Por un Chile justo,Center-Left,4,0,409906,0,Concejal,23
2012,El Cambio por Ti,Center-Left,3.5,0,123372,0,Concejal,23
2016,Yo Marco por el Cambio,Center-Left,3.5,0,88374,0,Concejal,27
2021,Unidos Por La Dignidad,Left,3.25,0,51874,0,Concejal,32
2021,Radicales E Independientes,Center-Left,4,0,195127,0,Concejal,32
2016,Con la Fuerza del Futuro,Center-Left,4,0,197802,0,Concejal,27
2021,Chile Vamos - Pri E Independientes,Center-Right,7,0,96449,0,Concejal,32
2012,Por un Chile justo,Center-Left,4,0,217148,0,Concejal,23
2012,Regionalistas e Independientes,Center-Left,4,0,234621,0,Concejal,23
2016,Partido Regionalista de Magallanes,Center-Left,4,0,1777,0,Concejal,27
2016,Chile Vamos PRI-Evópoli e Independientes,Center-Right,7,0,61217,0,Concejal,27
2021,Chile Vamos - Pri E Independientes,Center-Right,7,0,51045,0,Concejal,32
2021,Republicanos,Far Right,9,0,111073,0,Concejal,32
2012,Concertación Democrática,Center-Left,3.5,0,556702,0,Concejal,23
2016,Nueva Mayoría para Chile,Center-Left,3.5,0,413328,0,Concejal,27
2021,Unidad Por El Apruebo Ps Ppd E Independientes,Center-Left,3.5,0,430825,0,Concejal,32
2016,Poder Ecologista y Ciudadano,Left,2,0,3350,0,Concejal,27
2004,Concertación por la Democracia,Center-Left,4,0,610519,0,Concejal,15
2008,Concertación Progresista,Center-Left,4,0,517469,0,Concejal,19
2021,Chile Vamos Evopoli - Independientes,Center-Right,7,0,112567,0,Concejal,32
2016,Chile Vamos PRI-Evópoli e Independientes,Center-Right,7,0,131686,0,Concejal,27
2021,Chile Vamos Renovacion Nacional - Independientes,Center-Right,7,0,206593,0,Concejal,32
2016,Chile Vamos RN e Independientes,Center-Right,7,0,108681,0,Concejal,27
2021,Chile Vamos Udi - Independientes,Center-Right,7,0,201720,0,Concejal,32
2004,Concertación por la Democracia,Center-Left,4,0,277878,0,Concejal,15
2008,Concertación Progresista,Center-Left,4,0,316975,0,Concejal,19
2008,Por un Chile limpio,Left,3,0,224270,0,Concejal,19
2004,Alianza,Center-Right,6.5,0,923655,0,Concejal,15
2016,Chile Vamos UDI e Independientes,Center-Right,7,0,163076,0,Concejal,27
2012,Coalición,Center-Right,7,0,320220,0,Concejal,23
2021,Ciudadanos Independientes,Right,8,0,3234,0,Concejal,32
2021,Independientes Cristianos,Right,8,0,3017,0,Concejal,32
2021,Republicanos,Right,8.5,0,77519,0,Concejal,32
2008,Alianza,Center-Right,6.5,0,980189,0,Concejal,19
2012,Coalición,Center-Right,6.5,0,701078,0,Concejal,23
2016,Chile Vamos RN e Independientes,Center-Right,6.5,0,694667,0,Concejal,27
2021,Chile Vamos Renovacion Nacional - Independientes,Center-Right,6.5,0,577834,0,Concejal,32
2016,Cambiemos la Historia,Left,3,0,38838,0,Concejal,27
2021,Frente Amplio,Left,3,0,137700,0,Concejal,32
2008,Concertación Democrática,Center-Left,3.75,0,679982,0,Concejal,19
2004,Concertación por la Democracia,Center-Left,3.75,0,667071,0,Concejal,15
2016,Pacto Aysén,Left,3,0,689,0,Concejal,27
2016,Unidos Resulta en Democracia,Left,3,0,746,0,Concejal,27
2004,Alianza,Right,8,0,1151703,0,Concejal,15
2008,Alianza,Right,8,0,919765,0,Concejal,19
2012,Coalición,Right,8,0,733855,0,Concejal,23
2016,Chile Vamos UDI e Independientes,Right,8,0,570480,0,Concejal,27
2021,Chile Vamos Udi - Independientes,Right,8,0,401269,0,Concejal,32
2016,Justicia y Transparencia,Far Left,0.5,0,9111,0,Concejal,27
2021,Union Patriotica,Far Left,0.5,0,29364,0,Concejal,32
2016,Yo Marco por el Cambio,Left,2,0,3042,0,Concejal,27
2017,Sumemos,Center-Right,6,0,37622,0,Consejero Regional,28
2021,Independientes Unidos,Center-Right,6,0,65320,0,Consejero Regional,32
2021,Democracia Ciudadana,Center-Left,4.5,0,3091,0,Consejero Regional,32
2017,Sumemos,Center,4.75,0,6574,0,Consejero Regional,28
2021,Frente Amplio,Left,2.25,0,45255,0,Consejero Regional,32
2021,Frente Amplio,Left,2.25,0,176275,0,Consejero Regional,32
2017,Coalición Regionalista Verde,Left,3,0,11885,0,Consejero Regional,28
2013,Nueva Constitución para Chile,Left,3,0,3926,0,Consejero Regional,24
2017,Chile Vamos - RN - EVOPOLI,Center-Right,6,0,131360,0,Consejero Regional,28
2021,Chile Vamos Evopoli - Independientes,Center-Right,6,0,177778,0,Consejero Regional,32
2017,Coalición Regionalista Verde,Left,3,0,33152,0,Consejero Regional,28
2021,Regionalistas Verdes E Independientes,Left,3,0,62169,0,Consejero Regional,32
2013,Por el Desarrollo del Norte,Center-Left,4,0,4217,0,Consejero Regional,24
2021,Por Un Chile Digno,Left,2,0,33556,0,Consejero Regional,32
2017,A Refundar Chile,Far Left,1,0,33835,0,Consejero Regional,28
2017,Por un Chile Justo y Descentralizado,Left,3,0,1391,0,Consejero Regional,28
2013,Nueva Mayoría por Chile,Center-Left,3.5,0,6629,0,Consejero Regional,24
2021,Ecologistas E Independientes,Left,2,0,146946,0,Consejero Regional,32
2021,Humanicemos Chile,Left,2,0,47153,0,Consejero Regional,32
2021,Por Un Chile Digno,Left,2,0,131531,0,Consejero Regional,32
2017,Frente Amplio,Left,2.25,0,219645,0,Consejero Regional,28
2021,Frente Amplio,Left,2.25,0,171341,0,Consejero Regional,32
2017,Frente Ecologista y Ciudadano,Left,2.25,0,72988,0,Consejero Regional,28
2021,Frente Por La Unidad De La Clase Trabajadora,Left,2.25,0,12847,0,Consejero Regional,32
2021,Cambio Radical Progresista,Left,3,0,133290,0,Consejero Regional,32
2017,Coalición Regionalista Verde,Left,3,0,39336,0,Consejero Regional,28
2021,Independientes Unidos,Left,3,0,11367,0,Consejero Regional,32
2017,Integración para el Desarrollo,Left,3,0,5387,0,Consejero Regional,28
2021,Partido Conservador Cristiano E Independientes,Left,3,0,4907,0,Consejero Regional,32
2017,Por Todo Chile,Left,3,0,83010,0,Consejero Regional,28
2017,Por un Chile Justo y Descentralizado,Left,3,0,115995,0,Consejero Regional,28
2021,Regionalistas Verdes E Independientes,Left,3,0,170059,0,Consejero Regional,32
2021,Nuevo Tiempo,Right,8,0,1155,0,Consejero Regional,32
2017,Por Todo Chile,Left,3,0,10468,0,Consejero Regional,28
2017,Por un Chile Justo y Descentralizado,Far Left,1,0,245678,0,Consejero Regional,28
2021,Por Un Chile Digno,Far Left,1,0,386576,0,Consejero Regional,32
2013,Nueva Mayoría por Chile,Left,2,0,287452,0,Consejero Regional,24
2021,Partido Conservador Cristiano E Independientes,Left,2,0,16451,0,Consejero Regional,32
2021,Partido De La Gente,Center,5.5,0,474827,0,Consejero Regional,32
2021,Frente Por La Unidad De La Clase Trabajadora,Far Left,0.5,0,23906,0,Consejero Regional,32
2017,Partido de Trabajadores Revolucionarios,Far Left,0.5,0,2911,0,Consejero Regional,28
2021,Unidad Constituyente,Center-Left,3.5,0,125267,0,Consejero Regional,32
2013,Nueva Mayoría para Chile,Center-Left,3.5,0,718749,0,Consejero Regional,24
2017,Unidos por la Descentralización,Center-Left,4,0,555893,0,Consejero Regional,28
2021,Democracia Ciudadana,Center-Left,4.5,0,413930,0,Consejero Regional,32
2021,Ecologistas E Independientes,Left,2,0,169256,0,Consejero Regional,32
2017,Frente Ecologista y Ciudadano,Left,2,0,130458,0,Consejero Regional,28
2013,Nueva Constitución para Chile,Left,2,0,34744,0,Consejero Regional,24
2021,Humanicemos Chile,Left,2,0,59494,0,Consejero Regional,32
2017,Frente Amplio,Left,2.25,0,118093,0,Consejero Regional,28
2013,Todos a La Moneda,Left,3,0,99480,0,Consejero Regional,24
2017,Frente Amplio,Left,2.25,0,68793,0,Consejero Regional,28
2013,Nueva Constitución para Chile,Left,3,0,39319,0,Consejero Regional,24
2017,Por un Chile Justo y Descentralizado,Left,3,0,2977,0,Consejero Regional,28
2017,Frente Amplio,Left,2.25,0,6045,0,Consejero Regional,28
2021,Frente Amplio,Left,2.25,0,1610,0,Consejero Regional,32
2013,"Si tú quieres, Chile cambia",Left,3,0,1398,0,Consejero Regional,24
2017,Unidos por la Descentralización,Center-Left,4,0,45389,0,Consejero Regional,28
2021,Democracia Ciudadana,Center-Left,4.5,0,103431,0,Consejero Regional,32
2017,Sumemos,Center,5.1,0,34449,0,Consejero Regional,28
2021,Independientes Unidos,Right,8,0,2676,0,Consejero Regional,32
